"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Bolivia","BOL","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","44.954128440367","44.1666666666667","45.0592885375494","45.6204379562044","46.8944099378882","47.3087818696884","51.2","53.0712530712531","53.3169533169533","50.1187648456057","44.5916114790287","34.0862422997947","35.6275303643725","37.4727668845316","40.3712296983759","41.9277108433735","45.5172413793103","46.9483568075117","45.1271186440678","43.3009708737864","45.2611218568665","42.6987060998152","47.4245115452931","45.5737704918033","44.8476052249637","49.4590417310665","46.5331278890601","45.1008645533141","47.8593272171254","41.2676056338028","42.143906020558","40.8391608391608","39.769820971867","39.7887323943662","39.0297684674752","39.918946301925","40.9638554216868","42.0783645655877","41.6129032258065","39.4890510948905","39.946200403497","37.8362223550508","41.3956238911886","40.7103825136612","","","","","","",
"Brazil","BRA","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","48.4505431675243","50.2050688821117","50.2275769745649","50.9565645783726","51.0148954233233","49.8706745893044","47.2670342386495","46.41094521147","45.7787996698503","43.7123606225031","46.784","46.8792010754753","46.3172804532578","45.5488914347328","44.8584966064797","44.3541463972987","42.4811820462782","41.8141956700466","43.1303499837469","44.5861601085482","44.9599832609719","44.2440345409024","44.381468703795","44.7623574144487","45.7403829264008","46.2004472453751","45.8493364262083","46.8807746322714","44.4142468888571","42.9065033697102","42.8079097935557","43.557150523209","43.546511627907","43.9810181747748","44.1030595813205","44.568990223864","44.1815313675525","43.4131478340855","45.7642271410075","45.2513966480447","47.1572678970199","47.5748389541493","46.0993064941395","44.7523213310365","","","","","","",
"Barbados","BRB","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","20","15.3846153846154","11.7647058823529","8.7719298245614","7.09219858156028","7.56756756756757","8.5427135678392","9.09090909090909","10.2040816326531","12.5","11.969111969112","13.2841328413284","14.0893470790378","13.9931740614334","15.2542372881356","15.6462585034014","16.3879598662207","16.6134185303514","17.0418006430868","16.8711656441718","17.7514792899408","18.1564245810056","17.6165803108808","17.3913043478261","17.3333333333333","17.8343949044586","17.0923379174853","19.0255220417633","19.3317422434368","18.3257918552036","19.4895591647332","20.1834862385321","17.5238095238095","19.7154471544715","19.7095435684647","14.2857142857143","16.5204678362573","15.6509695290859","15.0740242261104","17.201166180758","18.2596291012839","19.2252510760402","19.4160583941606","20.1492537313433","","","","","","",
"Bhutan","BTN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","18.1159420289855","18.75","21.2765957446809","22.8571428571429","22","21.9653179190751","23.463687150838","21.3953488372093","22.3628691983122","23.1316725978648","26.007326007326","24.5454545454545","24.6153846153846","25","27.8996865203762","30.8219178082192","31.5960912052117","28.2608695652174","29.2746113989637","30.272952853598","33.8501291989664","31.0173697270471","34.2710997442455","36.7758186397985","35.0467289719626","39.6088019559902","39.8148148148148","45.1025056947608","39.0658174097665","59.3272171253823","52.8645833333333","41.9222903885481","40.6488549618321","32.1220930232558","","","","","","",
"Central African Republic","CAF","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","27.1258093862043","26.669453443411","26.1452623335944","25.9503294475418","25.694115621368","25.2691830444702","25.7612947764056","25.5923483805521","25.0649306843863","24.9935325313672","24.5248350853941","24.7684844921358","25.1823491602157","26.1682242990654","26.6157919327208","27.7033657799114","28.0644498124068","27.5702331141662","28.865621278285","30.4539571449116","30.6085226330625","31.8607365467233","28.8363287429653","28.6592606274903","28.3920872432158","28.9581270155659","29.5607757726613","29.9230866221157","29.5867419891704","29.0137277517697","29.712528604119","29.2832929782082","29.4045801526718","30.0496219281664","30.4288321167883","30.5339600365329","30.3400890194892","30.2712983864225","30.427156417664","30.5537024683122","29.0505066160374","29.0605518299278","29.2349567415184","28.6543357795417","30.0119751373339","30.0403677954698","30.6723651072273","30.3843664605206","30.5682969512757","31.6136819358732","31.7828278026053","31.1012821230614","31.5878629932986","31.699019411647","31.7934390771449","","","","","","",
"Central Europe and the Baltics","CEB","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","13.7849732788431","13.3544272010446","13.2259592610137","13.3861219135079","12.6860958224307","11.4570716066975","11.6113991440203","11.5094531065039","11.3993018172327","10.8177172061329","10.5696576151122","8.14951918393476","8.08572358076235","7.99629475002609","7.65399302673087","7.62289791892451","7.20314033366045","6.96608818841863","6.62042809098243","6.31063986572236","5.90194227000904","5.69507717234631","5.43693985417929","5.36661238465072","5.27385240602198","5.02451599858464","5.22402815676039","5.32864120610746","5.60258235649782","6.42244377463483","7.65201409097871","7.56739381041057","8.05992725177369","7.89389344969554","8.33185064687492","8.36964896989907","9.32998222276712","10.1784877313437","11.2179919592024","12.1912566745667","11.7485549132948","12.3839273037058","12.9457050243112","13.2108111100347","14.2301656737352","15.1185137732223","15.7411957411957","16.8503787364592","17.9319735452676","18.6973719696743","18.013363543215","18.0703047115426","18.5286021570073","18.3805048628565","19.6426837557044","","","","","","",
"Switzerland","CHE","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","21.4285714285714","24.8780487804878","21.7722725107194","20.0227531285552","23.4665611396913","22.9610580455547","24.6052148365773","24.2060691601976","23.2428898332789","22.8101644245142","22.363096843809","23.6186070418915","24.2062484124968","23.0626018152199","24.6557547414913","24.5236799129015","23.3341975628727","24.5253976398153","24.214463840399","25.1552795031056","26.3184713375796","28.7648970747562","31.1193816203836","29.0322580645161","30.098598858329","28.0411877394636","29.6687469995199","31.4921269682579","33.3667837431009","34.5159655347187","35.5986261040236","34.4232097628367","35.0607658793855","34.3358999037536","36.0987654320988","34.6515553412105","34.0516220696188","36.0787172011662","35.1547842401501","34.8707197763802","39.4611349546972","37.4452386442241","38.8955295242649","37.9661802177438","37.9429360331339","37.744874715262","38.3854645814167","41.0065013243438","40.5813953488372","41.3429256594724","39.8375870069606","43.4015345268542","42.2754195459033","41.1070998796631","44.8330683624801","","","","","","",
"Channel Islands","CHI","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","28.6733238231098","28.2945736434109","27.45","26.497461928934","26.4757451782583","25.7685858021241","25.9775040171398","27.7089783281734","28.1280310378273","29.1588785046729","31.0944105213715","34.0587595212187","32.9826407154129","30.9252845126175","31.4984709480122","31.404549950544","33.0731707317073","31.2096774193548","27.6333333333333","30.8528712198437","33.5456475583864","35.2397260273973","36.8540051679587","36.2753751103266","36.8051807879115","34.5920745920746","31.8292189397005","33.047124600639","31.8129988597491","34.931084139066","34.419202743249","34.9504323982282","33.6008230452675","31.7082317644853","34.1051084160235","32.8422565576716","31.4145258483984","30.9427153811457","32.2480137093005","31.2436215191719","29.0172642762284","29.046879046879","29.862211925375","31.077694235589","","","","","","",
"China","CHN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","5.82693515515849","6.02860338958586","6.29643344828384","6.6734717023931","6.40247160664147","6.24474936992439","6.11024998351032","5.87703567627462","5.99438451731202","5.79557119812289","5.88599523813034","5.9430738426925","5.99881478288977","5.88024536542275","6.02451881970117","6.21306967764582","6.07201398754234","5.97077731135041","5.98996855376718","5.15573667832404","5.22689344580847","5.49139408389837","5.65687851971038","5.04432102967111","4.87689984344043","6.56943201640617","5.69875455859079","5.38688997863112","6.1511193257838","8.53833192923336","8.31745150646067","8.36473851256684","8.17249088244148","8.19775539665807","7.7102101681756","7.61067364803615","7.45713503911993","7.87261215892308","7.53934197810769","7.54374241765656","7.49686946249262","8.09908861763816","8.3861275770254","8.59869527322669","","","","","","",
"Cote d'Ivoire","CIV","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","36.6666666666667","36.2264150943396","33.5793357933579","33.8078291814947","33.2236842105263","35.0574712643678","38.1231671554252","35.427135678392","40.8219178082192","46.0176991150442","50.5016722408027","47.6351351351351","33.9572192513369","35.3293413173653","39.0163934426229","37.3376623376623","35.7377049180328","35.9477124183007","42.320819112628","44.0740740740741","42.2939068100358","41.1552346570397","37.1621621621622","35.2750809061489","37.7300613496933","32.2997416020672","28.8702928870293","25.0517598343685","21.2257100149477","20.3791469194313","20.1277955271566","22.1003134796238","20.1941747572816","21.0332103321033","20.9982788296041","22.7353463587922","23.2432432432432","24.5283018867925","26.6891891891892","24.1545893719807","26.1092150170648","30.2030456852792","30.4398148148148","31.1229946524064","","","","","","",
