"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Early-demographic dividend","EAR","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","32.9159212880143","33.9427178549665","33.0275229357798","31.7890586495811","32.0593525179856","33.1922099915326","32.8073394495413","30.4935767410412","29.5703982439636","26.6818700114025","26.976622012083","25.7639862675886","25.6169266044632","25.1957797991083","25.0279794388265","25.1836753601705","24.5783381740772","24.9484300728094","26.1701958286897","25.3159057437408","24.6455526070924","24.6912058541142","23.6728324626382","23.6321324627865","23.662830840046","23.3223493788128","22.771553299929","22.6054160750073","22.6079051422036","22.4207143855074","21.7380316118741","21.7980471540843","21.7971365536819","22.1899830372288","22.181229063717","21.838703570994","22.1589772382593","21.6003855019352","21.3115385983847","21.2719833464934","21.1645214420789","20.927136221238","20.8956435653937","20.8147156887205","20.7514661620988","20.750300311959","20.450318968686","20.7090156043245","20.9467430027446","21.0721301633501","21.0863046016816","21.2456669822266","21.5718406207724","21.6027985906136","21.3688897385043","","","","","","",
"East Asia & Pacific","EAS","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","17.6770953818377","17.0528817587641","17.4466308005994","17.1958026345166","17.1408322365091","16.9200353180544","16.1570851594053","15.6092133750301","15.8702810854372","15.5541841520612","15.2019083319134","11.8918171765573","11.8604910227785","11.935152353708","12.1457258860968","12.1624640127072","12.1510849395843","12.0165321873356","12.125992874914","12.4591884522003","12.6339425481991","12.629098430136","12.5499429699642","12.6788196127864","12.3551622845907","12.5840193733521","12.8406062408505","12.91228631124","12.8147307275368","13.1810716914978","12.9008479430573","13.087053998941","13.4007527509388","13.5286618965375","13.3343448993426","13.2329773880773","14.4236563459497","14.0159975799615","13.566320174312","14.1738098423781","15.0338477306729","14.8666862559726","14.6477555588967","13.98839300809","13.4833614620413","12.629326916971","12.0765876678895","11.7406939057864","11.9427001452185","11.8059808739348","11.5722823297982","11.3152483640715","11.815263615312","12.0744944529516","12.2663962400296","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","32.9159212880143","33.9427178549665","33.0275229357798","31.7890586495811","32.0593525179856","33.1922099915326","32.8073394495413","30.4935767410412","29.5703982439636","26.6818700114025","26.976622012083","11.2906104962513","11.1779554059739","11.1163708086785","10.5283560103888","10.9695530123084","10.800926081267","10.7248685677872","9.78254322028793","9.04426679393867","8.5786399788689","7.75672625764685","8.46701277489354","8.3040434347764","8.38343927160282","8.01546893692791","8.23560910307898","8.99449420242052","9.85492491728175","11.189160812939","11.8103841545642","12.2323412739621","12.0332838547614","11.5244317451157","11.3639818300723","11.348094548611","11.631421643264","11.7985611510791","12.9338982234847","12.6312772947796","12.2756923465243","12.6926531629742","12.9821670296039","12.924287889983","13.7710901765971","13.8446777930731","13.8863674323019","14.3471250098104","14.8110656541598","15.0890676791879","14.92152967199","14.4631549289967","14.5895680049167","15.3522675119806","15.7103830173167","","","","","","",
"Europe & Central Asia","ECS","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","12.5551644488837","12.9364503762869","12.7182309686668","12.6481701302392","12.7383297784001","12.6735462582493","13.1617165806259","13.2741174680463","13.3154227488529","12.9200265981685","12.6226728350202","12.4236011929766","12.7178020631192","12.8136252758741","12.7580548704845","13.5478598788639","13.3566934625758","13.8294886371745","14.0443371803805","13.9246477948654","14.2762077686865","14.5988294765597","15.0451900276684","15.3975507309891","15.7513572842555","15.6269636627592","16.2171409833884","16.680735123779","17.7321032844571","18.4471195468839","15.7519592671454","16.1438367957785","16.7427316219177","16.9854861149435","17.3617876559297","17.4796917954079","17.7341388332366","18.3663280264277","19.2646800351522","19.6568260032077","19.4046257253123","19.549718455473","19.8489317110641","19.6481225903398","20.2940116960857","20.4167686573713","20.4994927664412","20.9659179505657","20.9915486794242","21.7624232166759","21.0732613990362","21.0514070831335","20.7195501009389","21.247227377111","22.3609349830346","","","","","","",
"Ecuador","ECU","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","52.7220630372493","51.9886363636364","51.8891687657431","42.82982791587","44.8566610455312","43.002915451895","44.4993819530284","45.3463203463204","35.6701030927835","38.3653846153846","38.8135593220339","40.0169204737733","43.6429215509468","48.479427549195","49.3996569468268","49.8740554156171","49.3115318416523","56.3873067534581","55.7404326123128","58.7087087087087","57.5844716031632","54.8582995951417","58.1196581196581","58.1879194630872","49.4907130017975","52.4479166666667","52.1781693587861","48.921568627451","47.5786924939467","48.2073910645339","45.2282157676349","45.3535353535353","46.1459928534967","41.9630796938316","40.6354515050167","39.1817466561762","38.2522039095439","38.3173996175908","36.2530413625304","39.0327613104524","41.3520097442144","41.1523837379351","41.8734318371899","41.6731216111542","","","","","","",
"Egypt, Arab Rep.","EGY","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","19.9600798403194","20.4616067465601","21.6529724504592","21.8616567036721","18.1071568244036","17.5938337801609","18.7871209753048","19.1256830601093","18.6020913593836","20.1571323348883","19.5237073589358","17.9976162097735","18.2092734055783","18.5071243523316","18.9914662529092","18.6843307446323","18.1522813956774","19.283631820075","19.6937697993664","20.7503533341899","21.8826880745824","21.9308105407768","22.3213194868662","26.0473588342441","25.9889773423148","26.0793871866295","25.8626249596904","27.2578834574957","27.7365129007037","29.3250426236085","25.2761066714555","25.6475996817258","26.0858456821666","24.4536372151108","21.2833632969161","21.9877736146717","22.6338958180484","22.8504536142815","23.9465688241702","25.4138321995465","25.5968024529128","26.8846743092609","23.3451469075112","22.5486235355226","","","","","","",
"Euro area","EMU","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","12.6914369423359","13.1314270977725","13.0483849269817","13.0232882443174","13.0408185216059","13.1890438404555","13.7660737458873","13.7695088728773","13.7387790136261","13.2790908487917","12.5480347640845","13.0796055742907","13.3565897058761","13.4438408468611","13.3034434305161","14.5539023931945","14.3645750122209","15.183602649651","15.549329284518","15.6332488550307","16.1349323948879","16.6700290510006","17.4015085909359","17.8130026242275","18.1339093598709","18.242005207569","19.005815090931","19.626094957522","20.8080491396843","21.1269999959525","21.7527589142451","22.1307357047989","23.3946537976666","24.1673388004766","24.343924068286","24.268539976825","24.2322213622595","24.8355073529704","25.4602896213156","26.2241940254363","26.1571299886422","26.0943790156068","26.2963616689817","26.0125529141767","26.3750116898906","26.2594846367666","26.6038634919674","27.0373071313426","26.8375513904738","27.9340167911235","26.9663750784335","27.7556759722889","26.8910117238385","27.3304410829151","29.1319918463524","","","","","","",
"Eritrea","ERI","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","33.3333333333333","40.8450704225352","42.3076923076923","44.7058823529412","45","38.9830508474576","33.3333333333333","32.7868852459016","37.3134328358209","40.9090909090909","40.2985074626866","37.8787878787879","31.0344827586207","28","24.4897959183673","25.5813953488372","24.4444444444444","29.1666666666667","29.4117647058824","30.9090909090909","30.9090909090909","30.3571428571429","","","","","","",
"Spain","ESP","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","31.3246268656716","32.9122685585741","35.2175346077785","35.3262616522019","30.8354355245585","29.80330672748","29.2513439097942","27.2390290565587","27.0096463022508","21.8269038576854","21.3912565301072","21.463373655914","21.7366946778711","23.2541448360009","23.2962079024132","23.3085120041084","23.1023485068136","23.8072172438847","25.3121383762714","26.8101425218934","24.2266380236305","22.3711882229232","22.9993493819128","22.791613452533","24.8838901012814","25.393063583815","25.5752312203925","26.9062324536777","31.4082409399305","30.3638834365091","31.1846001974334","31.2734705518848","31.2528165840469","32.8400518906453","32.5711124429487","31.5115922338607","35.2252913645958","32.5261863364573","34.7293282719921","33.5190660298689","32.4309769145155","33.7516087516087","32.3428456050612","33.4126590646174","33.0388471177945","32.7338668584959","34.7950516986706","34.3566818639351","35.4612677193322","36.6834534980617","37.5410336666921","34.690332326284","31.7270772538781","34.6930962610064","35.3075563601879","","","","","","",
"Estonia","EST","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.56102307478454","6.68110114444788","4.51286377056094","6.38414969730325","7.88428814520703","8.70927318295739","8.98345153664303","9.51515151515152","10.3643216080402","11.0738255033557","11.3714679531358","13.0928523714095","14.2759094028826","12.0772946859903","12.2743682310469","12.7229488703924","14.8100450740502","12.564632885212","13.2882882882883","14.4308943089431","12.0643431635389","12.6482213438735","13.7469586374696","11.7179215270414","12.6712328767123","","","","","","",
"Ethiopia","ETH","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","41.9847328244275","42.9752066115703","43.8461538461538","45.4545454545455","44.0677966101695","46.6101694915254","49.5726495726496","52.8","53.030303030303","47.4074074074074","44.9664429530201","47.4074074074074","44.8275862068966","45.1851851851852","46.7625899280576","46.3414634146341","46.7741935483871","46.6321243523316","45.8128078817734","42.8571428571429","42.0814479638009","52.5179856115108","48.3333333333333","47.3429951690821","46.9827586206897","46.7181467181467","46.5454545454545","48.2876712328767","49.6575342465753","49.6875","49.2574257425743","49.4061757719715","47.4835886214442","48.5416666666667","48.5523385300668","48.75","47.3098330241187","44.8040885860307","46.0767946577629","47.8187919463087","43.6681222707424","46.9050894085282","46.8235294117647","46.8784227820372","","","","","","",
"European Union","EUU","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","12.9147322704933","13.2782928662807","13.1545095925318","13.1395001264629","13.1119927303353","13.0422429985216","13.5066068312142","13.5205489858449","13.4784076375583","12.9857899160773","12.3955933449904","12.0643579627555","12.2649860031591","12.3507463792383","12.1778143477908","13.0186723586963","12.7769722202283","13.2493951200099","13.426315979724","13.3885534493349","13.6135791226732","13.972720376705","14.3488421873671","14.655678241852","14.8668046321166","14.8405537511377","15.4017123583845","15.8171686815564","16.8171641577389","17.4968553459119","18.4674071580837","18.8995723078802","20.0982325962375","20.5929015975693","20.8781971740784","20.8407223167002","20.8931733807151","21.6785254984916","22.6273324311535","23.5823239946496","23.5176128690465","23.5381027608516","23.823649106941","23.6020216894542","24.1602669552035","24.298935787181","24.5917831807004","25.1646270048044","25.2220443631374","26.2959082114972","25.3541564347721","25.9308853577734","25.4036340564548","25.7516727803525","27.4174736115401","","","","","","",
"Fragile and conflict affected situations","FCS","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","29.3689562356694","31.1144777956633","30.7484828051247","32.6041666666667","34.7923594462919","35.816699465842","37.3296820732033","38.2852964475047","35.9770742358079","35.9088878963823","37.0754397015359","37.5075479585675","36.6103045325779","35.6145312160104","35.36894598935","34.4291225478125","33.8527758957395","34.1185468451243","33.3599767475658","29.5104573661227","29.7556618452141","30.8931267826184","29.8018579176287","28.7080709335722","29.2871742462954","29.5238801542569","28.0407429598562","29.9312269510615","31.9719767534432","31.637570690927","32.0630688608991","32.3601983166148","31.3149025323374","32.5643516270034","32.9177316459905","32.4241716723622","33.2230757513111","31.2621434677858","31.5242143616214","31.5531315850052","31.8497375932235","32.1643235097693","31.3341743666678","31.212476941137","","","","","","",
"Finland","FIN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","20.54890921886","22.8591648973815","21.4330609679447","19.4868995633188","19.5871339414306","18.2885906040268","18.3834586466165","18.5212298682284","16.6020671834625","15.378244064053","15.2487562189055","15.863453815261","15.3246157375545","15.0490503026508","15.908576601041","17.0930495811637","15.1220480254019","15.3369326134773","14.2438667154888","15.4898336414048","15.1868732907931","18.537228201186","19.5824824143408","20.7325663301244","20.6873008648157","19.6809612595815","20.8092485549133","20.7015526164462","21.2592304702682","22.4509613517188","21.7577108881457","20.8982584784601","21.915427688743","20.9495101733233","19.4122586062133","20.394973070018","17.8221006916519","19.4347464671654","20.862676056338","21.7104088555615","21.5582034830431","19.6661708808461","19.2142516303483","17.2617374191735","18.8245823389021","23.0839416058394","19.3363499245852","20.4789301819313","22.4508050089445","22.411214953271","20.2101859337106","22.6671565025716","24.6923707957342","24.1693679092382","23.8674033149171","","","","","","",
"Fiji","FJI","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","13.5763457849001","13.7537800123875","12.8327829075959","13.1312809060456","12.9844668979038","13.520160310906","14.1117500538147","13.8028497333838","14.1353763259808","14.0994445913779","13.6719420929947","14.2931405212542","15.0205198358413","15.1099770134334","15.5838464403883","17.351932852583","17.3014192823659","18.01872074883","18.473938512849","18.2925801011804","19.4216147321232","22.0917377097511","23.2483504069424","24.4422449307153","25.725670328454","26.3747512084163","28.4308845489415","29.9546322827125","31.9328235117709","31.2636040783595","32.8335745296671","31.5567681460871","33.2210467706013","35.341235842967","36.1601954766233","35.597019269954","33.9695612253415","35.5066681864812","34.6635157634674","35.3297497885345","36.329721574544","36.4648989350141","37.014348785872","36.0831182941736","36.0699281745494","35.3193672047946","36.3422270246308","36.9523323697784","35.6304061408031","36.8795177109265","36.2473535638673","39.5522628442583","39.0984921398781","38.1704663702583","42.4145897507701","","","","","","",
"Faroe Islands","FRO","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","0","0","6.55737704918033","7.14285714285714","5.26315789473684","6.83760683760684","32.5757575757576","31.6091954022989","19.5488721804511","18.6046511627907","27.7777777777778","26.7045454545455","23.6263736263736","15.8940397350993","19.0476190476191","31.7567567567568","24.21875","23.6111111111111","36.283185840708","35.1648351648352","36.4485981308411","33.3333333333333","32.5","26.7241379310345","25.9541984732824","24.822695035461","25","25.3086419753086","25.6578947368421","21.9178082191781","24.3243243243243","28.2608695652174","25.1798561151079","25.8741258741259","21.3872832369942","20.5555555555556","21.6494845360825","21.5","19.4174757281553","23.6842105263158","24.0802675585284","23.6593059936909","24.7787610619469","23.7822349570201","","","","","","",
"United Kingdom","GBR","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","10.361014667328","10.5999534225471","10.0912955606662","9.80597975146446","9.9571661680718","9.76421451985956","10.0605727817149","10.4614050303556","10.7356345668774","10.7289613470083","11.5146232810382","11.866344605475","12.6623484471018","12.8231008216499","13.2930005881859","13.503611612724","13.8546660480781","13.9680825938797","14.6845810207121","14.2084396719154","15.6342027766092","15.5948408045459","16.341837394469","17.0625093801591","18.4753119913185","17.7590902399529","18.3895480124736","18.9202161700917","20.2060532601333","21.6787560980066","20.987383834511","20.4171279597157","21.1559891123655","22.0508953817154","22.4350519011298","22.6425011680424","22.6409084095338","23.8251558317213","23.5208478919171","24.3307578240849","23.5862995298858","22.7564701049408","23.6862352850658","23.4002179386014","23.6454774152367","23.9423891556058","24.1883086398888","24.8412774527669","24.1525924176214","25.7511103370199","24.5569514062205","26.368363437329","24.9112784558123","25.4858362609508","28.452334248725","","","","","","",
"Georgia","GEO","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1111111111111","10.9803921568627","11.6817724068479","12.5234815278647","14.1346153846154","12.6691266912669","39.8104265402844","34.4890510948905","25.4582484725051","25.5707762557078","20.5183585313175","34.0236686390532","42.9078014184397","41.0596026490066","37.5","37.192118226601","34.7345132743363","37.9816513761468","37.2591006423983","41.0207939508507","45.2905811623246","38.8235294117647","37.0650529500756","42.4514200298954","42.2279792746114","","","","","","",
"Ghana","GHA","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","54.4502617801047","52.2388059701493","52.8846153846154","52.2935779816514","53.2467532467532","54.468085106383","54.1832669322709","54.1501976284585","52.0361990950226","57.5342465753425","54.6125461254613","58.4415584415584","66.6666666666667","54.6961325966851","60.7655502392345","60.9865470852018","59.4827586206897","60.6694560669456","62.1212121212121","63.7795275590551","65.7894736842105","66.7910447761194","66.1764705882353","63.9455782312925","63.8629283489097","63.5327635327635","64.7222222222222","50.9157509157509","52.7303754266212","58.8353413654618","53.4671532846715","50.6726457399103","49.1419656786271","61.6554054054054","56.25","47.0967741935484","45.7687723480334","48.0670103092784","54.4864864864865","49.1866028708134","52.7726432532348","53.3281127642913","52.8205128205128","55.3775743707094","","","","","","",
"Gibraltar","GIB","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","42.8571428571428","33.3333333333333","33.3333333333333","33.3333333333333","33.3333333333333","33.3333333333333","33.3333333333333","33.3333333333333","37.5","44.4444444444444","44.4444444444444","50","33.3333333333333","37.5","44.4444444444444","50","53.8461538461539","64.2857142857143","50","57.1428571428571","65","70.8333333333333","70.8333333333333","72.4137931034483","71.4285714285714","68.9655172413793","70","74.1935483870968","71.875","70.5882352941176","71.4285714285714","72.2222222222222","72.2222222222222","74.3589743589744","73.1707317073171","73.8095238095238","71.4285714285714","69.7674418604651","72.3404255319149","72.3404255319149","71.7391304347826","70.2127659574468","72","72.2222222222222","","","","","","",
"Guinea","GIN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The","GMB","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","31.9672131147541","32.4909747292419","30.9576837416481","30.2180685358255","23.3538191395961","21.8823529411765","21.1444521981856","20.1008191556396","19.1588785046729","18.6361270171786","21.0084033613445","19.51316839585","19.6268140981341","18.3867141162515","15.7470551766894","15.0439882697947","18.7483904197785","19.8009950248756","19.971870604782","19.8485186010247","21.1329940252268","21.6028654578017","21.431679721497","21.912512716175","22.2418879056047","21.4089157952669","21.9014343508643","20.5513784461153","21.018010963195","20.625","21.5450643776824","22.6229508196721","22.4986180210061","22.8203708829228","22.4448355218627","21.8345746765974","22.4780845217846","22.9586563307494","24.0376284193588","24.173655648742","21.6753807683564","21.9311875693674","22.171795439451","22.3429179978701","22.867222578576","22.875748345762","23.6643653744025","23.3462637811352","23.5063559322034","27.4803236891697","26.348597458643","23.9016672751613","21.3006230529595","23.660908695021","24.802671523983","","","","","","",
"Grenada","GRD","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","30.0884955752212","32.9317269076305","36.1216730038023","37.6383763837638","38.2059800664452","33.7931034482759","35.9281437125749","33.8666666666667","31.8289786223278","32.0665083135392","34.7107438016529","36.6771159874608","40.7272727272727","39.4822006472492","39.937106918239","52.5862068965517","52.2058823529412","53.448275862069","52.3026315789474","53.2710280373832","52.1994134897361","44.3127962085308","44.2764578833693","44.1056910569106","46.2457337883959","47.2027972027972","47.8333333333333","44.6335078534031","47.6697736351531","44.7552447552448","45.4949944382647","45.3886010362694","50.7261410788382","46.2890625","48.3050847457627","49.2003762935089","48.1255448997384","48.5853658536585","50.0445235975067","54.9418604651163","52.4809160305344","52.4079320113314","48.6906710310966","39.9628252788104","","","","","","",
"Guam","GUM","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","19.130168464594","19.370731282899","19.2970364077795","19.149902395596","19.2263275812156","18.8802996254682","19.0300630063006","19.1538163395255","19.4719925097159","19.3353223935024","19.0282037513993","19.241187756535","19.5126166253485","19.5552758548353","19.6636419308573","20.7622221237013","20.5470852629906","20.8207778256083","21.5510909605588","21.1994735645837","21.3107480319049","21.736419699302","22.2701310337104","22.8236145522894","22.855571418541","22.8761473298067","23.4146614017122","23.7274270212836","24.1431062381811","24.347086186058","24.6499891420808","24.6355638123868","25.2227079684666","25.4446632031988","25.8154883722546","25.9708964340042","25.880948351105","25.9626268036711","26.4335774161252","26.9409321014279","26.523050314118","26.5369757326025","26.9003243019024","26.7647237979507","26.8423279052131","26.9276673023894","27.185833907043","27.0828443674135","26.7274395473002","27.3537241178565","26.7518998101165","26.863609323241","27.3395979142849","27.30260913443","28.0658307586887","","","","","","",
"Hong Kong SAR, China","HKG","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","13.97616468039","15.6903765690377","15.9916926272066","12.5454545454545","13.3149678604224","12.8571428571429","11.6151202749141","12.3704663212435","19.5515066573231","17.1232876712329","18.6945500633714","18.5639229422067","16.4110429447853","14.4600938967136","12.7354260089686","14.3705463182898","12.463976945245","13.6041263700838","12.6660488106271","13.7837837837838","15.4334621755936","15.6111929307806","16.5547580458439","21.5971459934138","20.5640744797371","20.0397388589271","21.9169719169719","28.3610909968622","34.3679712100765","28.6564204263758","24.3484555984556","19.8903290129611","18.0798878766643","12.8086042532388","14.7834502782482","12.8071833648393","12.1962298432887","12.4620770128355","15.4411764705882","15.6227673255537","14.0446976336547","14.016411621202","14.1368078175896","13.7046307884856","","","","","","",
"Honduras","HND","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","40.1785714285714","41.3793103448276","41.7322834645669","40","39.0977443609023","38.0281690140845","36.7088607594937","39.2405063291139","38.6904761904762","36.4705882352941","39.1304347826087","40.251572327044","41.4772727272727","40.8602150537634","46.1077844311377","51.1764705882353","49.4736842105263","47.3684210526316","46.9827586206897","47.7064220183486","47.6851851851852","47.1544715447154","50.7692307692308","51.3333333333333","43.4173669467787","42.6136363636364","45.5801104972376","42.3611111111111","48.6238532110092","46.9933184855234","42.5330812854442","40.2135231316726","36.8589743589744","33.1436699857752","31.4245810055866","35","39.4088669950739","37.6903553299492","41.0810810810811","40.7356948228883","37.8281622911694","39.5209580838323","39.1715976331361","39.5428571428571","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","38.8483965014577","39.4937586685159","38.7800963081862","38.9862926362767","40.1277955271566","38.494623655914","39.7690257625111","41.9800235017626","43.0690072639225","43.8627108784177","43.8192419825073","44.2180946674656","42.5274091171379","42.5931445603577","44.6827262044653","44.7813411078717","44.3960511033682","45.6962719298246","45.277401894452","49.2101740294511","49.3554855342309","50.2419584400797","49.7544062409708","49.8255033557047","49.1056113697623","50.0352360817477","48.4432832571304","47.3087818696884","45.3667953667954","46.5430016863406","46.7066925657779","46.9615945551774","46.9162995594714","46.8206402572723","45.9916782246879","46.0095718535765","46.7053804219009","48.0118154964781","49.8809266074908","49.8517837064295","50.8572529377769","50.3189227498228","51.0520580098919","50.9619190879582","","","","","","",
"Croatia","HRV","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5196850393701","19.4938440492476","19.5190947666195","19.6356275303644","22.0157255182273","22.1244925575102","23.6860068259386","23.9852398523985","23.0419977298524","24.6835443037975","25.7449344457688","24.6760563380282","24.8275862068965","25.2229930624381","26.7857142857143","27.2727272727273","28.943415122684","28.9349670122526","30.0099206349206","31.7418677859391","31.9078947368421","31.8105849582173","33.5770871419866","35.1572327044025","36.5918097754293","","","","","","",
"Haiti","HTI","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","","","","","","","36.8421052631579","44.4444444444444","48.6486486486486","43.9024390243902","48.7804878048781","43.859649122807","45.7627118644068","45.3125","47.6923076923077","48.3870967741935","59.6153846153846","44.7761194029851","40","38.4615384615385","37.5","43.2432432432432","41.9753086419753","41.5730337078652","44.0860215053763","46.2365591397849","44.9438202247191","50.6172839506173","58.4615384615385","57.8947368421053","55.5555555555556","52.8301886792453","45.6692913385827","49.2307692307692","48.8888888888889","51.4492753623188","51.6556291390728","47.3988439306358","48.1707317073171","59.2592592592593","58.0808080808081","58.4158415841584","57.3275862068966","57.3275862068966","58.4821428571428","51.6746411483254","51.4018691588785","46.1538461538462","41.4746543778802","42.3913043478261","","","","","","",
"Hungary","HUN","CO2 emissions from transport (% of total fuel combustion)","EN.CO2.TRAN.ZS","","","","","","9.50518286720125","10.7792456442657","11.5773412168606","11.6301059001513","12.1206614573869","11.6493262834726","11.8798739007798","10.7855763039279","10.5825681168147","10.9915673160803","10.8989884598946","10.196292257361","10.5926696126852","10.4679948131557","10.3597122302158","10.2505143410384","9.98409396794323","9.71003898635478","9.57175630894723","9.50310559006211","9.70289582549831","10.3985692386306","10.7039049665108","11.4274204377602","12.1112481161803","12.78928136419","11.5820989599748","12.4387683694892","12.3758061704724","12.2239886945769","12.6377532883043","12.3975588491718","13.4873723804406","14.9625935162095","15.7495590828924","16.6447738787765","17.0034589477517","18.3647102251753","18.3163085593519","19.7566733248593","21.5460526315789","23.2644017725259","24.6953541507997","24.8888888888889","27.3095796885001","24.4902249316796","24.4371584699454","25.6756756756757","24.1251848201084","27.1598808341609","","","","","","",
