"año";"sector";"actividad";"subactividad";"categoria";"gei";"emisiones";"unidad"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"N2O";"3.57";"MtCO2eq"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"N2O";"1.16";"MtCO2eq"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en pastizales";"CH4";"0.24";"MtCO2eq"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en pastizales";"N2O";"0.15";"MtCO2eq"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en suelos cultivados";"CH4";"0.06";"MtCO2eq"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en suelos cultivados";"N2O";"0.02";"MtCO2eq"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en tierras forestales";"CH4";"1.34";"MtCO2eq"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en tierras forestales";"N2O";"1.8";"MtCO2eq"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Residuos de cosecha";"N2O";"6.97";"MtCO2eq"
"2012";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Residuos de cosecha";"N2O";"1.57";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Fabricación de combustibles sólidos y otras industrias energéticas";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Fabricación de combustibles sólidos y otras industrias energéticas";"CO2";"10";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Fabricación de combustibles sólidos y otras industrias energéticas";"N2O";"0.01";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Producción de electricidad y calor como actvidad principal";"CH4";"0.02";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Producción de electricidad y calor como actvidad principal";"CO2";"45.75";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Producción de electricidad y calor como actvidad principal";"N2O";"0.07";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Refinación del petróleo";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Refinación del petróleo";"CO2";"5.53";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Refinación del petróleo";"N2O";"0.01";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Equipo de transporte ";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Equipo de transporte ";"CO2";"0.12";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Equipo de transporte ";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Hierro y acero";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Hierro y acero";"CO2";"8.25";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Hierro y acero";"N2O";"0.01";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"CO2";"4.6";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Madera y productos de madera ";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Madera y productos de madera ";"CO2";"0.05";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Madera y productos de madera ";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Metales no ferrosos";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Metales no ferrosos";"CO2";"0.55";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Metales no ferrosos";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Minerales no metálicos ";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Minerales no metálicos ";"CO2";"3.09";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Minerales no metálicos ";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Procesamiento de alimentos, bebidas y tabaco";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Procesamiento de alimentos, bebidas y tabaco";"CO2";"2.92";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Procesamiento de alimentos, bebidas y tabaco";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Productos químicos";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Productos químicos";"CO2";"1.36";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Productos químicos";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Pulpa, papel e imprenta";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Pulpa, papel e imprenta";"CO2";"0.69";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Pulpa, papel e imprenta";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Textiles y cuero ";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Textiles y cuero ";"CO2";"0.21";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Textiles y cuero ";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Agricultura/Silvicultura/Pesca/Piscifactorías";"CH4";"0.01";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Agricultura/Silvicultura/Pesca/Piscifactorías";"CO2";"12.25";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Agricultura/Silvicultura/Pesca/Piscifactorías";"N2O";"0.03";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Comercial/institucional";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Comercial/institucional";"CO2";"4.23";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Comercial/institucional";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Residencial";"CH4";"0.01";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Residencial";"CO2";"26.01";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Residencial";"N2O";"0.01";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Aviación civil cabotaje";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Aviación civil cabotaje";"CO2";"1.11";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Aviación civil cabotaje";"N2O";"0.01";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Navegación marítima y fluvial nacional";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Navegación marítima y fluvial nacional";"CO2";"1.36";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Navegación marítima y fluvial nacional";"N2O";"0.01";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Otro tipo de transporte";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Otro tipo de transporte";"CO2";"2.88";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Otro tipo de transporte";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Transporte terrestre por carretera";"CH4";"0.36";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Transporte terrestre por carretera";"CO2";"45.26";"MtCO2eq"
"2012";"Energía";"Actividades de quema de combustible ";"Transporte ";"Transporte terrestre por carretera";"N2O";"1.05";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Minería carbonífera y manejo de carbón";"CH4";"0.06";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Otras Gas natural";"CH4";"5.92";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Otras Gas natural";"CO2";"0.01";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Otras Petróleo";"CH4";"0.23";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Otras Petróleo";"CO2";"0.03";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Otras Petróleo";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Quema en antorcha Gas Natural";"CH4";"0";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Quema en antorcha Gas Natural";"CO2";"0.22";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Quema en antorcha Gas Natural";"N2O";"0";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Quema en antorcha Petróleo";"CH4";"0.02";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Quema en antorcha Petróleo";"CO2";"1.53";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Quema en antorcha Petróleo";"N2O";"0.01";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Venteo Gas Natural";"CH4";"0.17";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Venteo Gas Natural";"CO2";"2.72";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Venteo Petróleo";"CH4";"0.57";"MtCO2eq"
"2012";"Energía";"Emisiones fugitivas provenientes de la fabricación de combustibles ";"Emisiones Fugitivas";"Venteo Petróleo";"CO2";"0";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria de los metales ";"Otros Industrias de los Metales";"Otros Industrias de los Metales";"SF6";"0";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de aluminio";"Producción de aluminio";"CO2";"0.64";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de aluminio";"Producción de aluminio";"PFC";"0.16";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria de los metales ";"Producción de hierro y acero";"Producción de hierro y acero";"CO2";"5.34";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria de los minerales ";"Otros Industria de los minerales ";"Otros Industria de los minerales ";"CO2";"0.06";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria de los minerales ";"Producción de cal";"Producción de cal";"CO2";"2.62";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria de los minerales ";"Producción de cemento";"Producción de cemento";"CO2";"4.53";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria química ";"Producción de ácido nítrico";"Producción de ácido nítrico";"N2O";"0.09";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria química ";"Producción de amoníaco";"Producción de amoníaco";"CO2";"1.48";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria química ";"Producción de carburo";"Producción de carburo";"CO2";"0.04";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria química ";"Producción de ceniza de sosa";"Producción de ceniza de sosa";"CO2";"0.19";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria química ";"Producción fluoroquímica";"Producción fluoroquímica";"HFC";"0.18";"MtCO2eq"
"2012";"Procesos industriales y uso de productos";"Industria química ";"Producción petroquímica y de negro de humo";"Producción petroquímica y de negro de humo";"CH4";"0.06";"MtCO2eq"
"2012";"Residuos";"Aguas Residuales";"Aguas residuales domésticas";"Aguas residuales domésticas";"CH4";"2.91";"MtCO2eq"
"2012";"Residuos";"Aguas Residuales";"Aguas residuales domésticas";"Aguas residuales domésticas";"N2O";"0.72";"MtCO2eq"
"2012";"Residuos";"Aguas Residuales";"Aguas residuales Industriales";"Aguas residuales Industriales";"CH4";"3.35";"MtCO2eq"
"2012";"Residuos";"Incineración de residuos";"Incineración de residuos";"Incineración de residuos";"CO2";"0.03";"MtCO2eq"
"2012";"Residuos";"Residuos Sólidos";"Eliminación de residuos sólidos";"Eliminación de residuos sólidos";"CH4";"6.74";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Ganadería";"Fermentación Entérica ";"Bovinos de Carne";"CH4";"44.22";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Ganadería";"Fermentación Entérica ";"Bovinos Lecheros";"CH4";"5.79";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Ganadería";"Fermentación Entérica ";"Otras Ganaderías";"CH4";"3.26";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Ganadería";"Gestión de Estiércol ";"Bovinos";"N2O";"0.06";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Ganadería";"Gestión de Estiércol ";"Bovinos de Carne";"CH4";"0.51";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Ganadería";"Gestión de Estiércol ";"Bovinos de Carne";"N2O";"1.19";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Ganadería";"Gestión de Estiércol ";"Bovinos Lecheros";"CH4";"0.05";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Ganadería";"Gestión de Estiércol ";"Otras Ganaderías";"CH4";"0.28";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Ganadería";"Gestión de Estiércol ";"Otras Ganaderías";"N2O";"0.01";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Tierra ";"Pastizales";"Pastizales que permanecen como tales";"CO2";"-4.25";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Tierra ";"Pastizales";"Suelos cultivados convertidos en pastizales";"CO2";"0.1";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Tierra ";"Pastizales";"Tierras forestales convertidas en pastizales";"CO2";"36.19";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Tierra ";"Tierras de Cultivo";"Pastizales convertidos en suelos cultivados";"CO2";"-4.13";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Tierra ";"Tierras de Cultivo";"Suelos cultivados que permanecen como tales";"CO2";"4.5";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Tierra ";"Tierras de Cultivo";"Tierras forestales convertidas en suelos cultivados";"CO2";"21.85";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Tierra ";"Tierras Forestales";"Tierras forestales que permanecen como tales";"CO2";"2.55";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Cambio de carbono en suelos";"Mineralización de N2 por pérdida de materia orgánica de suelos";"N2O";"0.02";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"N2O";"12.47";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos de Carne";"N2O";"2.64";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"N2O";"2.16";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Bovinos Lecheros";"N2O";"0.46";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"N2O";"1.58";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Excretas en pasturas ";"Otras Ganaderías";"N2O";"0.64";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Aplicación de urea";"CO2";"0.85";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Cultivo de Arroz";"CH4";"0.63";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"N2O";"3.82";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Fertilizantes sintéticos";"N2O";"1.24";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en pastizales";"CH4";"0.5";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en pastizales";"N2O";"0.32";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en suelos cultivados";"CH4";"0.06";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en suelos cultivados";"N2O";"0.02";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en tierras forestales";"CH4";"1.19";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Quema de biomasa en tierras forestales";"N2O";"1.61";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Residuos de cosecha";"N2O";"9.46";"MtCO2eq"
"2013";"Agricultura, Ganadería, Silvicultura y Otros Usos de la Tierra ";"Uso de Suelos";"Uso de Suelos";"Residuos de cosecha";"N2O";"2.14";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Fabricación de combustibles sólidos y otras industrias energéticas";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Fabricación de combustibles sólidos y otras industrias energéticas";"CO2";"9.99";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Fabricación de combustibles sólidos y otras industrias energéticas";"N2O";"0.01";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Producción de electricidad y calor como actvidad principal";"CH4";"0.02";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Producción de electricidad y calor como actvidad principal";"CO2";"45.3";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Producción de electricidad y calor como actvidad principal";"N2O";"0.06";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Refinación del petróleo";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Refinación del petróleo";"CO2";"5.86";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias de la energía ";"Refinación del petróleo";"N2O";"0.01";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Equipo de transporte ";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Equipo de transporte ";"CO2";"0.12";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Equipo de transporte ";"N2O";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Hierro y acero";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Hierro y acero";"CO2";"8.16";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Hierro y acero";"N2O";"0.01";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"CO2";"4.85";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Industria no especificada: ";"N2O";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Madera y productos de madera ";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Madera y productos de madera ";"CO2";"0.04";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Madera y productos de madera ";"N2O";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Metales no ferrosos";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Metales no ferrosos";"CO2";"0.42";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Metales no ferrosos";"N2O";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Minerales no metálicos ";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Minerales no metálicos ";"CO2";"3.11";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Minerales no metálicos ";"N2O";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Procesamiento de alimentos, bebidas y tabaco";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Procesamiento de alimentos, bebidas y tabaco";"CO2";"2.95";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Procesamiento de alimentos, bebidas y tabaco";"N2O";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Productos químicos";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Productos químicos";"CO2";"1.27";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Productos químicos";"N2O";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Pulpa, papel e imprenta";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Pulpa, papel e imprenta";"CO2";"0.7";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Pulpa, papel e imprenta";"N2O";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Textiles y cuero ";"CH4";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Textiles y cuero ";"CO2";"0.22";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Industrias manufactureras y de la construcción ";"Textiles y cuero ";"N2O";"0";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Agricultura/Silvicultura/Pesca/Piscifactorías";"CH4";"0.01";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Agricultura/Silvicultura/Pesca/Piscifactorías";"CO2";"13.05";"MtCO2eq"
"2013";"Energía";"Actividades de quema de combustible ";"Otros sectores ";"Agricultura/Silvicultura/Pesca/Piscifactorías";"N2O";"0.03";"MtCO2eq"
